branchname,ZIP_CODE,BORROWER_COUNT,RENEWED_LM,ADDED_LM,DELETED_LM
"Atchison Public Library",-,27,1,,
"Atchison Public Library",0,57,1,2,
"Atchison Public Library",64079,2,,,
"Atchison Public Library",64152,2,,,
"Atchison Public Library",64484,114,2,,
"Atchison Public Library",64501,7,,,
"Atchison Public Library",64503,3,,,
"Atchison Public Library",64504,7,,,
"Atchison Public Library",64505,4,,,
"Atchison Public Library",64506,7,,,
"Atchison Public Library",64507,5,,,
"Atchison Public Library",66002,5928,113,21,3
"Atchison Public Library",66008,13,,,
"Atchison Public Library",66012,2,,,
"Atchison Public Library",66016,121,2,2,
"Atchison Public Library",66017,13,,,
"Atchison Public Library",66020,26,1,,
"Atchison Public Library",66023,81,,1,
"Atchison Public Library",66024,1,,,
"Atchison Public Library",66027,1,,,
"Atchison Public Library",66035,7,,,
"Atchison Public Library",66041,126,5,3,
"Atchison Public Library",66043,7,,,
"Atchison Public Library",66044,11,,,
"Atchison Public Library",66047,8,,8,
"Atchison Public Library",66048,32,,,
"Atchison Public Library",66049,7,,,
"Atchison Public Library",66053,1,,,
"Atchison Public Library",66058,24,,,
"Atchison Public Library",66060,36,1,,
"Atchison Public Library",66061,4,,,
"Atchison Public Library",66062,1,,,
"Atchison Public Library",66072,1,,,
"Atchison Public Library",66083,1,,,
"Atchison Public Library",66087,12,,,
"Atchison Public Library",66088,12,,,
"Atchison Public Library",66090,4,,,
"Atchison Public Library",66097,8,,,
"Atchison Public Library",66104,1,,,
"Atchison Public Library",66106,1,,,
"Atchison Public Library",66109,3,,,
"Atchison Public Library",66202,2,,,
"Atchison Public Library",66203,1,,,
"Atchison Public Library",66212,1,,,
"Atchison Public Library",66213,2,,,
"Atchison Public Library",66215,2,,,
"Atchison Public Library",66216,2,,,
"Atchison Public Library",66422,1,,,
"Atchison Public Library",66424,25,1,,
"Atchison Public Library",66434,3,,,
"Atchison Public Library",66436,6,,,
"Atchison Public Library",66439,15,,1,
"Atchison Public Library",66509,3,,,
"Atchison Public Library",66512,1,,,
"Atchison Public Library",66523,1,,,
"Atchison Public Library",66532,7,,,
"Atchison Public Library",66534,2,,,
"Atchison Public Library",66552,1,,,
"Atchison Public Library",66604,2,,,
"Atchison Public Library",66606,1,,,
"Atchison Public Library",66607,1,,,
"Atchison Public Library",66610,1,,1,
"Atchison Public Library",66614,1,,,
"Atchison Public Library",66618,1,,,
"Atchison Public Library",66619,1,,,
"Baldwin City Public Library",-,3,,,
"Baldwin City Public Library",0,73,,1,1
"Baldwin City Public Library",64152,1,,,
"Baldwin City Public Library",66006,3528,59,18,
"Baldwin City Public Library",66007,4,,,
"Baldwin City Public Library",66018,1,,,
"Baldwin City Public Library",66021,32,,,
"Baldwin City Public Library",66025,52,1,,
"Baldwin City Public Library",66030,20,1,,
"Baldwin City Public Library",66032,1,,,
"Baldwin City Public Library",66043,1,,,
"Baldwin City Public Library",66044,34,1,,
"Baldwin City Public Library",66046,65,1,,
"Baldwin City Public Library",66047,50,2,9,
"Baldwin City Public Library",66048,2,,,
"Baldwin City Public Library",66049,31,,1,
"Baldwin City Public Library",66050,1,,,
"Baldwin City Public Library",66053,1,,,
"Baldwin City Public Library",66061,10,,,
"Baldwin City Public Library",66062,2,,,
"Baldwin City Public Library",66064,1,,,
"Baldwin City Public Library",66067,66,1,1,
"Baldwin City Public Library",66071,3,,,
"Baldwin City Public Library",66073,1,,,
"Baldwin City Public Library",66076,7,,,
"Baldwin City Public Library",66078,1,,,
"Baldwin City Public Library",66079,2,,,
"Baldwin City Public Library",66083,2,,,
"Baldwin City Public Library",66086,3,,,
"Baldwin City Public Library",66088,2,,,
"Baldwin City Public Library",66092,109,2,,
"Baldwin City Public Library",66104,2,,,
"Baldwin City Public Library",66109,2,,,
"Baldwin City Public Library",66112,1,,,
"Baldwin City Public Library",66202,2,,,
"Baldwin City Public Library",66203,1,,,
"Baldwin City Public Library",66212,6,,,
"Baldwin City Public Library",66213,1,,,
"Baldwin City Public Library",66226,1,,,
"Baldwin City Public Library",66409,1,,,
"Baldwin City Public Library",66413,1,,,
"Baldwin City Public Library",66414,1,,,
"Baldwin City Public Library",66434,3,,,
"Baldwin City Public Library",66503,1,,,
"Baldwin City Public Library",66524,45,1,,
"Baldwin City Public Library",66532,1,,,
"Baldwin City Public Library",66538,1,,,
"Baldwin City Public Library",66542,1,,,
"Baldwin City Public Library",66604,1,,,
"Baldwin City Public Library",66605,1,,,
"Baldwin City Public Library",66610,2,,,
"Baldwin City Public Library",66614,2,,,
"Baldwin City Public Library",66856,1,,,
"Basehor Community Library",-,6,,1,
"Basehor Community Library",0,78,3,,
"Basehor Community Library",64079,1,,,
"Basehor Community Library",64152,2,,,
"Basehor Community Library",64506,1,,,
"Basehor Community Library",66002,1,,,
"Basehor Community Library",66007,4469,98,27,1
"Basehor Community Library",66012,511,8,2,
"Basehor Community Library",66016,1,,,
"Basehor Community Library",66018,5,,,
"Basehor Community Library",66020,6,,,
"Basehor Community Library",66025,3,,,
"Basehor Community Library",66027,3,,,
"Basehor Community Library",66030,2,,,
"Basehor Community Library",66032,1,,,
"Basehor Community Library",66040,1,,,
"Basehor Community Library",66043,74,1,,
"Basehor Community Library",66044,21,,,
"Basehor Community Library",66046,8,,,
"Basehor Community Library",66047,10,,9,
"Basehor Community Library",66048,225,10,,
"Basehor Community Library",66049,13,,,
"Basehor Community Library",66052,63,2,,
"Basehor Community Library",66053,2,,,
"Basehor Community Library",66054,25,,,
"Basehor Community Library",66061,9,,,
"Basehor Community Library",66062,5,,,
"Basehor Community Library",66066,1,,,
"Basehor Community Library",66073,3,,,
"Basehor Community Library",66086,629,15,2,
"Basehor Community Library",66087,1,,,
"Basehor Community Library",66088,1,,,
"Basehor Community Library",66092,1,,,
"Basehor Community Library",66097,1,,,
"Basehor Community Library",66102,18,,,
"Basehor Community Library",66103,4,,,
"Basehor Community Library",66104,12,,1,
"Basehor Community Library",66106,11,,,
"Basehor Community Library",66109,512,11,6,
"Basehor Community Library",66111,41,,,
"Basehor Community Library",66112,19,,,
"Basehor Community Library",66113,9,,,
"Basehor Community Library",66202,2,,,
"Basehor Community Library",66203,6,,,
"Basehor Community Library",66212,4,,,
"Basehor Community Library",66213,3,,,
"Basehor Community Library",66215,9,,,
"Basehor Community Library",66216,8,,,
"Basehor Community Library",66218,18,,,
"Basehor Community Library",66226,31,,,
"Basehor Community Library",66227,5,,,
"Basehor Community Library",66402,1,,,
"Basehor Community Library",66434,1,,,
"Basehor Community Library",66512,1,,,
"Basehor Community Library",66609,1,,,
"Basehor Community Library",66611,1,,,
"Basehor Community Library",66614,2,1,,
"Basehor Community Library",67401,1,,,
"Bern Community Library",-,7,,,
"Bern Community Library",0,6,,,
"Bern Community Library",64501,1,,,
"Bern Community Library",66047,8,,8,
"Bern Community Library",66049,1,,,
"Bern Community Library",66403,2,,,
"Bern Community Library",66408,143,1,,
"Bern Community Library",66534,12,,,
"Bern Community Library",66538,9,,,
"Bern Community Library",66544,1,,,
"Bonner Springs City Library",-,38,1,1,
"Bonner Springs City Library",0,68,,,
"Bonner Springs City Library",64079,1,,,
"Bonner Springs City Library",64152,5,,,
"Bonner Springs City Library",64503,1,,,
"Bonner Springs City Library",64505,1,,,
"Bonner Springs City Library",66002,4,,,
"Bonner Springs City Library",66006,1,,,
"Bonner Springs City Library",66007,100,1,1,
"Bonner Springs City Library",66012,4329,65,19,
"Bonner Springs City Library",66018,28,1,1,
"Bonner Springs City Library",66020,1,,,
"Bonner Springs City Library",66021,5,,,
"Bonner Springs City Library",66025,1,,,
"Bonner Springs City Library",66027,2,,,
"Bonner Springs City Library",66030,11,1,,
"Bonner Springs City Library",66032,1,,,
"Bonner Springs City Library",66040,5,,,
"Bonner Springs City Library",66043,15,,,
"Bonner Springs City Library",66044,11,,,
"Bonner Springs City Library",66046,3,,,
"Bonner Springs City Library",66047,9,,8,
"Bonner Springs City Library",66048,52,,,
"Bonner Springs City Library",66049,12,,,
"Bonner Springs City Library",66052,65,4,,
"Bonner Springs City Library",66053,1,,,
"Bonner Springs City Library",66054,2,,,
"Bonner Springs City Library",66061,42,,,
"Bonner Springs City Library",66062,24,,,
"Bonner Springs City Library",66066,1,,,
"Bonner Springs City Library",66067,3,,,
"Bonner Springs City Library",66070,1,,,
"Bonner Springs City Library",66071,1,,,
"Bonner Springs City Library",66072,1,,,
"Bonner Springs City Library",66073,2,,,
"Bonner Springs City Library",66086,68,2,,
"Bonner Springs City Library",66102,41,1,,
"Bonner Springs City Library",66103,8,,,
"Bonner Springs City Library",66104,45,,,
"Bonner Springs City Library",66106,36,,,
"Bonner Springs City Library",66109,733,8,4,
"Bonner Springs City Library",66111,1044,14,2,
"Bonner Springs City Library",66112,35,,,
"Bonner Springs City Library",66113,513,2,3,1
"Bonner Springs City Library",66202,6,,,
"Bonner Springs City Library",66203,10,,,
"Bonner Springs City Library",66212,14,,,
"Bonner Springs City Library",66213,7,,1,
"Bonner Springs City Library",66215,15,,,
"Bonner Springs City Library",66216,31,1,,
"Bonner Springs City Library",66218,93,3,1,1
"Bonner Springs City Library",66226,336,8,1,
"Bonner Springs City Library",66227,38,2,,
"Bonner Springs City Library",66401,1,,,
"Bonner Springs City Library",66411,1,,,
"Bonner Springs City Library",66414,1,,,
"Bonner Springs City Library",66427,1,,,
"Bonner Springs City Library",66436,2,,,
"Bonner Springs City Library",66440,1,,,
"Bonner Springs City Library",66441,1,,,
"Bonner Springs City Library",66451,1,,,
"Bonner Springs City Library",66502,1,,,
"Bonner Springs City Library",66503,1,,,
"Bonner Springs City Library",66508,1,,,
"Bonner Springs City Library",66512,1,,,
"Bonner Springs City Library",66521,1,,,
"Bonner Springs City Library",66536,1,,,
"Bonner Springs City Library",66547,2,,,
"Bonner Springs City Library",66548,1,,,
"Bonner Springs City Library",66552,1,,,
"Bonner Springs City Library",66604,1,,,
"Bonner Springs City Library",66607,1,,,
"Bonner Springs City Library",66617,1,,,
"Bonner Springs City Library",66749,2,,,
"Bonner Springs City Library",66801,1,,,
"Bonner Springs City Library",66839,2,,,
"Bonner Springs City Library",66856,1,,,
"Bonner Springs City Library",66871,1,,,
"Bonner Springs City Library",66945,2,,,
"Bonner Springs City Library",67042,4,,,
"Bonner Springs City Library",67401,3,,,
"Bonner Springs City Library",67439,3,,,
"Bonner Springs City Library",67501,1,,,
"Bonner Springs City Library",67530,2,,,
"Bonner Springs City Library",67550,4,,,
"Bonner Springs City Library",67654,3,,,
"Bonner Springs City Library",67701,2,,,
"Bonner Springs City Library",67846,3,,,
"Burlingame Community Library",-,1,,,
"Burlingame Community Library",0,9,,,
"Burlingame Community Library",66047,8,,8,
"Burlingame Community Library",66049,1,,,
"Burlingame Community Library",66402,2,,,
"Burlingame Community Library",66409,1,,,
"Burlingame Community Library",66413,602,11,,
"Burlingame Community Library",66414,7,2,,
"Burlingame Community Library",66431,17,,,
"Burlingame Community Library",66523,17,,,
"Burlingame Community Library",66524,1,,,
"Burlingame Community Library",66528,1,,1,
"Burlingame Community Library",66537,30,,,
"Burlingame Community Library",66546,1,,,
"Burlingame Community Library",66604,1,,,
"Burlingame Community Library",66605,3,,,
"Burlingame Community Library",66610,1,,,
"Burlingame Community Library",66614,2,,,
"Burlingame Community Library",66615,2,,,
"Burlingame Community Library",66617,1,,,
"Carbondale City Library",-,1,,,
"Carbondale City Library",0,2,,,
"Carbondale City Library",66002,1,,,
"Carbondale City Library",66047,8,,8,
"Carbondale City Library",66049,1,,,
"Carbondale City Library",66088,1,,,
"Carbondale City Library",66402,3,,,
"Carbondale City Library",66409,7,,,
"Carbondale City Library",66413,4,,,
"Carbondale City Library",66414,630,12,1,
"Carbondale City Library",66431,1,,,
"Carbondale City Library",66451,1,,,
"Carbondale City Library",66523,1,,,
"Carbondale City Library",66524,18,,,
"Carbondale City Library",66537,106,1,1,
"Carbondale City Library",66543,1,,,
"Carbondale City Library",66546,20,,,
"Carbondale City Library",66547,1,,,
"Carbondale City Library",66604,3,,,
"Carbondale City Library",66605,5,,,
"Carbondale City Library",66606,1,,,
"Carbondale City Library",66608,1,,,
"Carbondale City Library",66609,1,,,
"Carbondale City Library",66610,3,,,
"Carbondale City Library",66611,1,,,
"Carbondale City Library",66614,5,,,
"Carbondale City Library",66615,5,,,
"Carbondale City Library",66616,2,,,
"Carbondale City Library",66617,1,,,
"Carbondale City Library",66619,2,,,
"Carbondale City Library",66839,1,,,
"Carbondale City Library",66856,2,,,
"Centralia Community Library",0,8,3,,
"Centralia Community Library",66047,8,,8,
"Centralia Community Library",66049,1,,,
"Centralia Community Library",66404,3,,,
"Centralia Community Library",66415,226,3,2,
"Centralia Community Library",66417,3,,,
"Centralia Community Library",66428,1,,,
"Centralia Community Library",66451,1,,,
"Centralia Community Library",66521,2,,,
"Centralia Community Library",66538,3,,,
"Centralia Community Library",66544,7,,,
"Corning City Library",0,5,,1,
"Corning City Library",66047,8,,8,
"Corning City Library",66049,1,,,
"Corning City Library",66406,1,,1,
"Corning City Library",66415,4,,,
"Corning City Library",66417,144,2,4,
"Corning City Library",66428,1,,,
"Corning City Library",66432,3,,,
"Corning City Library",66538,2,,,
"Corning City Library",66540,1,,,
"Corning City Library",66544,1,,1,
"Corning City Library",66606,2,,,
"Digital Content",-,20,,,
"Digital Content",66044,3,,,
"Digital Content",66047,9,,8,
"Digital Content",66049,1,,,
"Digital Content",66092,1,,,
"Doniphan County Library - Elwood",-,1,,,
"Doniphan County Library - Elwood",0,3,,,
"Doniphan County Library - Elwood",64485,5,,,
"Doniphan County Library - Elwood",64501,16,2,,
"Doniphan County Library - Elwood",64503,2,,,
"Doniphan County Library - Elwood",64504,4,,,
"Doniphan County Library - Elwood",64505,6,,,
"Doniphan County Library - Elwood",64506,9,,,
"Doniphan County Library - Elwood",64507,4,,,
"Doniphan County Library - Elwood",66002,4,,,
"Doniphan County Library - Elwood",66023,2,1,,
"Doniphan County Library - Elwood",66024,259,3,1,
"Doniphan County Library - Elwood",66035,1,,,
"Doniphan County Library - Elwood",66047,8,,8,
"Doniphan County Library - Elwood",66049,3,,,
"Doniphan County Library - Elwood",66087,3,1,,
"Doniphan County Library - Elwood",66090,108,3,1,
"Doniphan County Library - Highland",-,1,,,
"Doniphan County Library - Highland",0,3,,,
"Doniphan County Library - Highland",64505,1,,,
"Doniphan County Library - Highland",66002,1,,,
"Doniphan County Library - Highland",66008,6,,,
"Doniphan County Library - Highland",66017,23,1,,
"Doniphan County Library - Highland",66035,270,4,1,
"Doniphan County Library - Highland",66041,1,,,
"Doniphan County Library - Highland",66047,8,,8,
"Doniphan County Library - Highland",66049,2,,,
"Doniphan County Library - Highland",66053,1,,,
"Doniphan County Library - Highland",66087,23,1,,
"Doniphan County Library - Highland",66090,2,,,
"Doniphan County Library - Highland",66094,22,,,
"Doniphan County Library - Highland",66109,1,,,
"Doniphan County Library - Highland",66424,1,,,
"Doniphan County Library - Highland",66434,5,,,
"Doniphan County Library - Highland",66439,2,,,
"Doniphan County Library - Highland",66532,25,,,
"Doniphan County Library - Highland",66550,3,,,
"Doniphan County Library - Highland",66617,2,,,
"Doniphan County Library - Troy",-,3,,,
"Doniphan County Library - Troy",0,10,,,
"Doniphan County Library - Troy",64152,1,,,
"Doniphan County Library - Troy",64485,3,,,
"Doniphan County Library - Troy",64501,10,,,
"Doniphan County Library - Troy",64503,5,,,
"Doniphan County Library - Troy",64504,1,,,
"Doniphan County Library - Troy",64505,2,,,
"Doniphan County Library - Troy",64506,3,,,
"Doniphan County Library - Troy",64507,1,,,
"Doniphan County Library - Troy",66002,25,,,
"Doniphan County Library - Troy",66008,42,1,,
"Doniphan County Library - Troy",66017,22,,,
"Doniphan County Library - Troy",66024,6,,,
"Doniphan County Library - Troy",66035,26,,,
"Doniphan County Library - Troy",66041,1,,,
"Doniphan County Library - Troy",66047,8,,8,
"Doniphan County Library - Troy",66049,4,,,
"Doniphan County Library - Troy",66060,1,,,
"Doniphan County Library - Troy",66087,729,14,1,1
"Doniphan County Library - Troy",66090,50,1,,
"Doniphan County Library - Troy",66094,13,,,
"Doniphan County Library - Troy",66106,1,,,
"Doniphan County Library - Troy",66434,5,,,
"Doniphan County Library - Troy",66439,1,,,
"Doniphan County Library - Troy",66532,7,,,
"Doniphan County Library - Troy",66534,1,,,
"Doniphan County Library - Troy",66604,1,,,
"Doniphan County Library - Wathena",-,3,,,
"Doniphan County Library - Wathena",0,4,,,
"Doniphan County Library - Wathena",64485,5,,,
"Doniphan County Library - Wathena",64501,4,,,
"Doniphan County Library - Wathena",64503,1,,,
"Doniphan County Library - Wathena",64504,1,,,
"Doniphan County Library - Wathena",64505,6,,,
"Doniphan County Library - Wathena",64506,1,,,
"Doniphan County Library - Wathena",64507,2,,,
"Doniphan County Library - Wathena",66002,3,,,
"Doniphan County Library - Wathena",66008,1,,,
"Doniphan County Library - Wathena",66017,1,,,
"Doniphan County Library - Wathena",66024,20,,,
"Doniphan County Library - Wathena",66047,8,,8,
"Doniphan County Library - Wathena",66049,3,,,
"Doniphan County Library - Wathena",66087,15,,,
"Doniphan County Library - Wathena",66090,501,10,1,
"Doniphan County Library - Wathena",66508,1,,,
"Doniphan County Library - Wathena",66532,1,,,
"Doniphan County Library - Wathena",66550,1,,,
"Effingham Community Library",-,1,,,
"Effingham Community Library",0,24,2,,
"Effingham Community Library",66002,8,,,
"Effingham Community Library",66007,1,,,
"Effingham Community Library",66016,2,,,
"Effingham Community Library",66023,260,3,1,
"Effingham Community Library",66041,13,,,
"Effingham Community Library",66044,1,,,
"Effingham Community Library",66047,8,,8,
"Effingham Community Library",66049,1,,,
"Effingham Community Library",66058,27,,,
"Effingham Community Library",66060,1,,,
"Effingham Community Library",66088,2,,,
"Effingham Community Library",66111,1,,,
"Effingham Community Library",66424,6,,,
"Effingham Community Library",66436,4,,,
"Effingham Community Library",66439,2,1,,
"Effingham Community Library",66532,1,,,
"Effingham Community Library",66552,2,,,
"Eudora Community Library",-,6,,,
"Eudora Community Library",0,14,1,,
"Eudora Community Library",66002,1,,,
"Eudora Community Library",66006,9,,,
"Eudora Community Library",66012,2,,,
"Eudora Community Library",66018,21,,,
"Eudora Community Library",66021,3,,,
"Eudora Community Library",66025,1746,25,9,
"Eudora Community Library",66026,1,,,
"Eudora Community Library",66030,1,,,
"Eudora Community Library",66032,1,,,
"Eudora Community Library",66044,46,,1,
"Eudora Community Library",66046,60,2,6,
"Eudora Community Library",66047,34,1,9,
"Eudora Community Library",66048,2,,,
"Eudora Community Library",66049,28,,,
"Eudora Community Library",66050,1,,,
"Eudora Community Library",66052,24,,,
"Eudora Community Library",66054,2,,,
"Eudora Community Library",66061,8,,1,
"Eudora Community Library",66062,4,,,
"Eudora Community Library",66067,2,,,
"Eudora Community Library",66073,1,,,
"Eudora Community Library",66086,13,,,
"Eudora Community Library",66092,6,,,
"Eudora Community Library",66106,2,,,
"Eudora Community Library",66109,1,,,
"Eudora Community Library",66111,1,,,
"Eudora Community Library",66202,1,,,
"Eudora Community Library",66212,2,,,
"Eudora Community Library",66215,2,,,
"Eudora Community Library",66226,2,,,
"Eudora Community Library",66227,1,,,
"Eudora Community Library",66402,1,,,
"Eudora Community Library",66502,1,,,
"Eudora Community Library",66524,1,,,
"Eudora Community Library",66604,1,,,
"Eudora Community Library",66611,1,,,
"Eudora Community Library",66615,1,,,
"Eudora Community Library",66618,1,,,
"Eudora Community Library",66801,1,,,
"Eudora Community Library",67654,1,,,
"Eudora Community Library",67701,1,,,
"Everest, Barnes Reading Room",-,1,,,
"Everest, Barnes Reading Room",0,6,,,
"Everest, Barnes Reading Room",66002,2,,,
"Everest, Barnes Reading Room",66041,3,,,
"Everest, Barnes Reading Room",66047,8,,8,
"Everest, Barnes Reading Room",66049,1,,,
"Everest, Barnes Reading Room",66087,1,,,
"Everest, Barnes Reading Room",66424,126,1,,
"Everest, Barnes Reading Room",66434,5,1,,
"Everest, Barnes Reading Room",66439,20,,,
"Everest, Barnes Reading Room",66532,1,,,
"Hiawatha, Morrill Public Library",-,6,1,,
"Hiawatha, Morrill Public Library",0,13,,,
"Hiawatha, Morrill Public Library",64507,1,,,
